,borough,RMSE,MAPE,MASE,MAE
Naive (W-1),Brooklyn,1149.4464411044744,6.42760606041212,1.0,698.0940860215054
Ridge Regression,Brooklyn,894.5409578907614,6.419302436980874,0.8325727742741075,609.4313895945515
Decision Tree,Brooklyn,970.5065346460053,6.869836847349624,0.9251883946292235,666.9427825491578
Random Forest,Brooklyn,893.9017437548456,5.894715238035148,0.8074025695533484,595.8898200683237
XGBoost,Brooklyn,807.5526624250452,4.973294806191185,0.6750336866257636,509.0108448971984
Neural Network,Brooklyn,1009.801018867399,7.325081364909361,0.9790094148847113,696.6581227613786
Prophet,Brooklyn,900.7629600771123,5.882255176743837,0.7404958815022268,571.7769119664433
Prophet + GARCH,Brooklyn,898.250008167622,5.694182821636681,0.7201958343458957,561.3466392408853
