,borough,RMSE,MAPE,MASE,MAE
Naive (W-1),EWR,1149.08675227213,6.4246147944488765,1.0,697.8481182795699
Ridge Regression,EWR,894.5976896896352,6.420453726526362,0.8329614293433576,609.5679070256612
Decision Tree,EWR,964.7579143980786,6.530668508845555,0.9044608939022076,664.5540087691109
Random Forest,EWR,894.3128515623501,5.886845048799889,0.8055849970308426,595.3638529886733
XGBoost,EWR,799.7667187252881,4.941164647496293,0.6855099771584445,508.0716715166646
Neural Network,EWR,931.2705628666419,6.23075550251075,0.8657756966561743,608.7071973914758
Prophet,EWR,899.47775729035,5.852746934102885,0.7370256165260085,569.8433869816574
Prophet + GARCH,EWR,897.5092350290575,5.697367943408749,0.7202198426458677,561.1409214908327
