,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,hourly,hourly_lower,hourly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2024-08-01 00:00:00,3451.59512506598,1770.9587560893965,3580.2255512404217,3451.59512506598,3451.59512506598,-0.19124186499853563,-0.19124186499853563,-0.19124186499853563,0.005996557111445092,0.005996557111445092,0.005996557111445092,-0.220361177298391,-0.220361177298391,-0.220361177298391,-0.03158331999996664,-0.03158331999996664,-0.03158331999996664,-0.0035325494113338345,-0.0035325494113338345,-0.0035325494113338345,0.0,0.0,0.0,2690.9975597490534
1,2024-08-01 01:00:00,3451.622217533792,1070.3688916600559,2909.8747973277996,3451.622217533792,3451.622217533792,-0.39787729159172763,-0.39787729159172763,-0.39787729159172763,0.005755167017385195,0.005755167017385195,0.005755167017385195,-0.42588522786371497,-0.42588522786371497,-0.42588522786371497,-0.030195794272299407,-0.030195794272299407,-0.030195794272299407,-0.003567309017073094,-0.003567309017073094,-0.003567309017073094,0.0,0.0,0.0,1981.627302919952
2,2024-08-01 02:00:00,3451.649310001604,274.1434439659659,2114.1987379498687,3451.649310001604,3451.649310001604,-0.611548700541933,-0.611548700541933,-0.611548700541933,0.00547381304887151,0.00547381304887151,0.00547381304887151,-0.6383544183042972,-0.6383544183042972,-0.6383544183042972,-0.028676381228669303,-0.028676381228669303,-0.028676381228669303,-0.0036031495825663337,-0.0036031495825663337,-0.0036031495825663337,0.0,0.0,0.0,1248.2737225251014
3,2024-08-01 03:00:00,3451.6764024694157,-36.70500951735803,1752.6642225535456,3451.6764024694157,3451.6764024694157,-0.7412390042653091,-0.7412390042653091,-0.7412390042653091,0.005154869025854629,0.005154869025854629,0.005154869025854629,-0.766735530572203,-0.766735530572203,-0.766735530572203,-0.02701132517065203,-0.02701132517065203,-0.02701132517065203,-0.003640070162096481,-0.003640070162096481,-0.003640070162096481,0.0,0.0,0.0,805.1534646584753
4,2024-08-01 04:00:00,3451.7034949372287,52.904602907638534,1891.2224321348613,3451.7034949372287,3451.7034949372287,-0.6953618797580821,-0.6953618797580821,-0.6953618797580821,0.0048009416068993714,0.0048009416068993714,0.0048009416068993714,-0.7194266076403003,-0.7194266076403003,-0.7194266076403003,-0.025187599726229356,-0.025187599726229356,-0.025187599726229356,-0.00367806976288817,-0.00367806976288817,-0.00367806976288817,0.0,0.0,0.0,968.4561589943697
5,2024-08-01 05:00:00,3451.7305874050403,880.9412561952986,2722.827119409081,3451.7305874050403,3451.7305874050403,-0.4545244609903982,-0.4545244609903982,-0.4545244609903982,0.004414851529802784,0.004414851529802784,0.004414851529802784,-0.47701981460610254,-0.47701981460610254,-0.47701981460610254,-0.02319305780035381,-0.02319305780035381,-0.02319305780035381,-0.0037171473451533214,-0.0037171473451533214,-0.0037171473451533214,0.0,0.0,0.0,1805.1867025308745
6,2024-08-01 06:00:00,3451.7576798728523,2116.3050700805566,3935.859673204503,3451.7576798728523,3451.7576798728523,-0.10739886500639435,-0.10739886500639435,-0.10739886500639435,0.003999613443443786,0.003999613443443786,0.003999613443443786,-0.12817313023994178,-0.12817313023994178,-0.12817313023994178,-0.021016576854739535,-0.021016576854739535,-0.021016576854739535,-0.0037573018222516984,-0.0037573018222516984,-0.0037573018222516984,0.0,0.0,0.0,3009.33509321379
7,2024-08-01 07:00:00,3451.7847723406644,3183.8445826843013,4962.238528799302,3451.7847723406644,3451.7847723406644,0.1910070056009734,0.1910070056009734,0.1910070056009734,0.003558414477854303,0.003558414477854303,0.003558414477854303,0.17211868999993843,0.17211868999993843,0.17211868999993843,-0.01864819801824635,-0.01864819801824635,-0.01864819801824635,-0.0037985320606428973,-0.0037985320606428973,-0.0037985320606428973,0.0,0.0,0.0,4045.9014455176757
8,2024-08-01 08:00:00,3451.811864808476,3563.2395119613234,5384.449117421954,3451.811864808476,3451.811864808476,0.3165305402454378,0.3165305402454378,0.3165305402454378,0.003094591707936285,0.003094591707936285,0.003094591707936285,0.29970503750913513,0.29970503750913513,0.29970503750913513,-0.016079257564206386,-0.016079257564206386,-0.016079257564206386,-0.0038408368800326234,-0.0038408368800326234,-0.0038408368800326234,0.0,0.0,0.0,4486.337269225379
9,2024-08-01 09:00:00,3451.838957276289,3412.7859657427316,5244.974473596001,3451.838957276289,3451.838957276289,0.25604988307626947,0.25604988307626947,0.25604988307626947,0.0026116086737371933,0.0026116086737371933,0.0026116086737371933,0.24147476734761306,0.24147476734761306,0.24147476734761306,-0.013302509348941054,-0.013302509348941054,-0.013302509348941054,-0.0038842150534525253,-0.0038842150534525253,-0.0038842150534525253,0.0,0.0,0.0,4285.370966406008
10,2024-08-01 10:00:00,3451.8660497441006,2853.2634992477633,4735.145358276948,3451.8660497441006,3451.8660497441006,0.10798036554282828,0.10798036554282828,0.10798036554282828,0.0021130311278759794,0.0021130311278759794,0.0021130311278759794,0.09585249447818864,0.09585249447818864,0.09585249447818864,-0.010312236885210956,-0.010312236885210956,-0.010312236885210956,-0.003928665307304662,-0.003928665307304662,-0.003928665307304662,0.0,0.0,0.0,3782.736021216644
11,2024-08-01 11:00:00,3451.893142211913,2528.4820726748594,4358.1220546879085,3451.893142211913,3451.893142211913,0.004274918493894456,0.004274918493894456,0.004274918493894456,0.0016025021833574536,0.0016025021833574536,0.0016025021833574536,-0.005201119438164217,-0.005201119438164217,-0.005201119438164217,-0.007104353793972758,-0.007104353793972758,-0.007104353793972758,-0.0039741863214433695,-0.0039741863214433695,-0.0039741863214433695,0.0,0.0,0.0,3433.939433691489
12,2024-08-01 12:00:00,3451.9202346797247,2574.3755309873563,4365.682730896545,3451.9202346797247,3451.9202346797247,0.017792134997375645,0.017792134997375645,0.017792134997375645,0.0010837170407509127,0.0010837170407509127,0.0010837170407509127,0.011178583813440503,0.011178583813440503,0.011178583813440503,-0.0036764914953890046,-0.0036764914953890046,-0.0036764914953890046,-0.004020776729297067,-0.004020776729297067,-0.004020776729297067,0.0,0.0,0.0,3490.5078143404035
13,2024-08-01 13:00:00,3451.9473271475367,2965.3830931573584,4755.085971540368,3451.9473271475367,3451.9473271475367,0.125926270674454,0.125926270674454,0.125926270674454,0.0005603974759347198,0.0005603974759347198,0.0005603974759347198,0.12239015992246373,0.12239015992246373,0.12239015992246373,-2.8073110013266712e-05,-2.8073110013266712e-05,-2.8073110013266712e-05,-0.004068435117911731,-0.004068435117911731,-0.004068435117911731,0.0,0.0,0.0,3874.431712561045
14,2024-08-01 14:00:00,3451.9744196153492,3346.506771422137,5183.901252560022,3451.9744196153492,3451.9744196153492,0.24928219670211138,0.24928219670211138,0.24928219670211138,3.6266269150007045e-05,3.6266269150007045e-05,3.6266269150007045e-05,0.24904093028179092,0.24904093028179092,0.24904093028179092,0.0038396273385817893,0.0038396273385817893,0.0038396273385817893,-0.004117160028052251,-0.004117160028052251,-0.004117160028052251,0.0,0.0,0.0,4311.657340385301
15,2024-08-01 15:00:00,3452.001512083161,3674.168325936877,5473.963949684049,3452.001512083161,3452.001512083161,0.32197693426465124,0.32197693426465124,0.32197693426465124,-0.0004849782417959234,-0.0004849782417959234,-0.0004849782417959234,0.32524844725223656,0.32524844725223656,0.32524844725223656,0.007923441183672188,0.007923441183672188,0.007923441183672188,-0.004166949954290934,-0.004166949954290934,-0.004166949954290934,0.0,0.0,0.0,4574.759643800581
16,2024-08-01 16:00:00,3452.0286045509733,3720.4425220062403,5591.4147351625215,3452.0286045509733,3452.0286045509733,0.3323793247510722,0.3323793247510722,0.3323793247510722,-0.0009996873042304123,-0.0009996873042304123,-0.0009996873042304123,0.3393801115544246,0.3393801115544246,0.3393801115544246,0.012218277452661512,0.012218277452661512,0.012218277452661512,-0.004217803345078682,-0.004217803345078682,-0.004217803345078682,0.0,0.0,0.0,4623.578457452548
17,2024-08-01 17:00:00,3452.055697018785,3670.96853043463,5473.690436637339,3452.055697018785,3452.055697018785,0.30976555188889454,0.30976555188889454,0.30976555188889454,-0.0015042864120023115,-0.0015042864120023115,-0.0015042864120023115,0.3207086586268819,0.3207086586268819,0.3207086586268819,0.01671711175287914,0.01671711175287914,0.01671711175287914,-0.004269718602889426,-0.004269718602889426,-0.004269718602889426,0.0,0.0,0.0,4559.159849114965
18,2024-08-01 18:00:00,3452.0827894865974,3562.059187349552,5331.832911281276,3452.0827894865974,3452.0827894865974,0.2834007350029971,0.2834007350029971,0.2834007350029971,-0.001995299312514464,-0.001995299312514464,-0.001995299312514464,0.29849373361223275,0.29849373361223275,0.29849373361223275,0.02141099200603872,0.02141099200603872,0.02141099200603872,-0.004322694084288618,-0.004322694084288618,-0.004322694084288618,0.0,0.0,0.0,4482.507870058984
19,2024-08-01 19:00:00,3452.109881954409,3549.106262342606,5296.033581682674,3452.109881954409,3452.109881954409,0.2576619364856465,0.2576619364856465,0.2576619364856465,-0.0024693711904122837,-0.0024693711904122837,-0.0024693711904122837,0.27710489836016955,0.27710489836016955,0.27710489836016955,0.026289061164914213,0.026289061164914213,0.026289061164914213,-0.004376728099978895,-0.004376728099978895,-0.004376728099978895,0.0,0.0,0.0,4408.706439921522
20,2024-08-01 20:00:00,3452.1369744222216,3351.919700767978,5213.224904734819,3452.1369744222216,3452.1369744222216,0.21990174476788624,0.21990174476788624,0.21990174476788624,-0.0029232908676520113,-0.0029232908676520113,-0.0029232908676520113,0.24388523187533062,0.24388523187533062,0.24388523187533062,0.03133859689008737,0.03133859689008737,0.03133859689008737,-0.0044318189149909395,-0.0044318189149909395,-0.0044318189149909395,0.0,0.0,0.0,4294.0622008945875
21,2024-08-01 21:00:00,3452.1640668900336,3203.2471582408907,5034.633603670792,3452.1640668900336,3452.1640668900336,0.16066004692844021,0.16066004692844021,0.16066004692844021,-0.0033540118660188483,-0.0033540118660188483,-0.0033540118660188483,0.18936313829837903,0.18936313829837903,0.18936313829837903,0.03654506798465424,0.03654506798465424,0.03654506798465424,-0.004487964748696567,-0.004487964748696567,-0.004487964748696567,0.0,0.0,0.0,4105.876688517226
22,2024-08-01 22:00:00,3452.1911593578457,2948.843527328284,4682.484477905763,3452.1911593578457,3452.1911593578457,0.07828426829591323,0.07828426829591323,0.07828426829591323,-0.003758672186504503,-0.003758672186504503,-0.003758672186504503,0.11187263955051703,0.11187263955051703,0.11187263955051703,0.04189220721611558,0.04189220721611558,0.04189220721611558,-0.004545163775007263,-0.004545163775007263,-0.004545163775007263,0.0,0.0,0.0,3838.3968965881672
23,2024-08-01 23:00:00,3452.2182518256577,2583.549302693147,4403.690303342472,3452.2182518256577,3452.2182518256577,-0.03368179056893085,-0.03368179056893085,-0.03368179056893085,-0.0041346126720110815,-0.0041346126720110815,-0.0041346126720110815,0.004942282640486947,0.004942282640486947,0.004942282640486947,0.04736210000379274,0.04736210000379274,0.04736210000379274,-0.004603414122363876,-0.004603414122363876,-0.004603414122363876,0.0,0.0,0.0,3469.280090162828
24,2024-08-02 00:00:00,3452.2453442934693,2014.170169909311,3936.4539634356556,3452.2453442934693,3452.2453442934693,-0.19124186499131354,-0.19124186499131354,-0.19124186499131354,-0.00447939382795288,-0.00447939382795288,-0.00447939382795288,-0.14744868441549766,-0.14744868441549766,-0.14744868441549766,0.052935288277746934,0.052935288277746934,0.052935288277746934,-0.004662713873978144,-0.004662713873978144,-0.004662713873978144,0.0,0.0,0.0,2943.2163099978707
