,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,hourly,hourly_lower,hourly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rolling_avg_w1-w4_lags,rolling_avg_w1-w4_lags_lower,rolling_avg_w1-w4_lags_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
28,2024-08-02 04:00:00,3081.939047432084,742.7505601367764,1963.949276364902,3081.939047432084,3081.939047432084,-0.10494154420812274,-0.10494154420812274,-0.10494154420812274,-0.47559842164477806,-0.47559842164477806,-0.47559842164477806,-0.006336011637312769,-0.006336011637312769,-0.006336011637312769,-0.5608020765539702,-0.5608020765539702,-0.5608020765539702,-0.47559842164477806,-0.47559842164477806,-0.47559842164477806,0.011978245738974788,0.011978245738974788,0.011978245738974788,0.014095655197268544,0.014095655197268544,0.014095655197268544,0.0,0.0,0.0,1353.5812298194064
29,2024-08-02 05:00:00,3081.9407381519354,1489.7174848026157,2602.927662704655,3081.9407381519354,3081.9407381519354,-0.05919432099406051,-0.05919432099406051,-0.05919432099406051,-0.29958153463441467,-0.29958153463441467,-0.29958153463441467,-0.006478575004772293,-0.006478575004772293,-0.006478575004772293,-0.33844494227578864,-0.33844494227578864,-0.33844494227578864,-0.29958153463441467,-0.29958153463441467,-0.29958153463441467,0.012803045214648603,0.012803045214648603,0.012803045214648603,0.014006443142810236,0.014006443142810236,0.014006443142810236,0.0,0.0,0.0,2038.873482930702
30,2024-08-02 06:00:00,3081.942428871787,2631.534967958994,3840.3967355104583,3081.942428871787,3081.942428871787,-0.0011782999997535606,-0.0011782999997535606,-0.0011782999997535606,0.033678035339608066,0.033678035339608066,0.033678035339608066,-0.006578621211988414,-0.006578621211988414,-0.006578621211988414,0.0534576819852199,0.0534576819852199,0.0534576819852199,0.033678035339608066,0.033678035339608066,0.033678035339608066,0.01362058266080357,0.01362058266080357,0.01362058266080357,0.013915985196550235,0.013915985196550235,0.013915985196550235,0.0,0.0,0.0,3246.695927131171
31,2024-08-02 07:00:00,3081.9441195916384,4428.869975459996,5626.035920694783,3081.9441195916384,3081.9441195916384,0.04234819048403575,0.04234819048403575,0.04234819048403575,0.567032932458243,0.567032932458243,0.567032932458243,-0.006635867850831187,-0.006635867850831187,-0.006635867850831187,0.6309966860758132,0.6309966860758132,0.6309966860758132,0.567032932458243,0.567032932458243,0.567032932458243,0.01442714565315858,0.01442714565315858,0.01442714565315858,0.013824285331206975,0.013824285331206975,0.013824285331206975,0.0,0.0,0.0,5026.640645724802
32,2024-08-02 08:00:00,3081.9458103114894,5288.003287760272,6493.725927737485,3081.9458103114894,3081.9458103114894,0.05393129965904745,0.05393129965904745,0.05393129965904745,0.84620325285533,0.84620325285533,0.84620325285533,-0.0066503208958595805,-0.0066503208958595805,-0.0066503208958595805,0.9224345640841319,0.9224345640841319,0.9224345640841319,0.84620325285533,0.84620325285533,0.84620325285533,0.015218984891625877,0.015218984891625877,0.015218984891625877,0.01373134757398813,0.01373134757398813,0.01373134757398813,0.0,0.0,0.0,5924.8391503770845
33,2024-08-02 09:00:00,3081.947501031341,4072.3289072972802,5291.093046664938,3081.947501031341,3081.947501031341,0.03669742911281076,0.03669742911281076,0.03669742911281076,0.4672993354963836,0.4672993354963836,0.4672993354963836,-0.0066222713018492625,-0.0066222713018492625,-0.0066222713018492625,0.5270040086972226,0.5270040086972226,0.5270040086972226,0.4672993354963836,0.4672993354963836,0.4672993354963836,0.015992339383553746,0.015992339383553746,0.015992339383553746,0.013637176006323868,0.013637176006323868,0.013637176006323868,0.0,0.0,0.0,4706.146188669246
34,2024-08-02 10:00:00,3081.9491917511923,3401.0542537610186,4593.982444212165,3081.9491917511923,3081.9491917511923,0.01062996315861029,0.01062996315861029,0.01062996315861029,0.2543621736135054,0.2543621736135054,0.2543621736135054,-0.006552289604279937,-0.006552289604279937,-0.006552289604279937,0.2887250837788041,0.2887250837788041,0.2887250837788041,0.2543621736135054,0.2543621736135054,0.2543621736135054,0.016743461847179827,0.016743461847179827,0.016743461847179827,0.013541774763788546,0.013541774763788546,0.013541774763788546,0.0,0.0,0.0,3971.7852303415734
35,2024-08-02 11:00:00,3081.9508824710438,3069.46598191872,4265.051993983783,3081.9508824710438,3081.9508824710438,-0.0028349550952552795,-0.0028349550952552795,-0.0028349550952552795,0.17563614326152685,0.17563614326152685,0.17563614326152685,-0.006441218577587508,-0.006441218577587508,-0.006441218577587508,0.19727376174344163,0.19727376174344163,0.19727376174344163,0.17563614326152685,0.17563614326152685,0.17563614326152685,0.0174686441190367,0.0174686441190367,0.0174686441190367,0.013445148035720866,0.013445148035720866,0.013445148035720866,0.0,0.0,0.0,3689.9389265646264
36,2024-08-02 12:00:00,3081.9525731908952,3201.7479523720845,4445.311408980453,3081.9525731908952,3081.9525731908952,0.004638199999912837,0.004638199999912837,0.004638199999912837,0.21625542487930302,0.21625542487930302,0.21625542487930302,-0.006290164021853005,-0.006290164021853005,-0.006290164021853005,0.24611500327444807,0.24611500327444807,0.24611500327444807,0.21625542487930302,0.21625542487930302,0.21625542487930302,0.0181642423518998,0.0181642423518998,0.0181642423518998,0.013347300065185424,0.013347300065185424,0.013347300065185424,0.0,0.0,0.0,3840.467340833466
37,2024-08-02 13:00:00,3081.9542639107467,3457.0593527520646,4662.625421521583,3081.9542639107467,3081.9542639107467,0.025428980859901616,0.025428980859901616,0.025428980859901616,0.26280707580551727,0.26280707580551727,0.26280707580551727,-0.0061004837599457715,-0.0061004837599457715,-0.0061004837599457715,0.31421050984420634,0.31421050984420634,0.31421050984420634,0.26280707580551727,0.26280707580551727,0.26280707580551727,0.018826701790064525,0.018826701790064525,0.018826701790064525,0.013248235148668689,0.013248235148668689,0.013248235148668689,0.0,0.0,0.0,4050.3366844906677
38,2024-08-02 14:00:00,3081.9559546305977,3918.1330987501988,5117.332740631742,3081.9559546305977,3081.9559546305977,0.04510446120618288,0.04510446120618288,0.04510446120618288,0.3938775412319497,0.3938775412319497,0.3938775412319497,-0.005873774941348811,-0.005873774941348811,-0.005873774941348811,0.4657087660488385,0.4657087660488385,0.4657087660488385,0.3938775412319497,0.3938775412319497,0.3938775412319497,0.019452580916180365,0.019452580916180365,0.019452580916180365,0.013147957635874386,0.013147957635874386,0.013147957635874386,0.0,0.0,0.0,4517.249859278483
39,2024-08-02 15:00:00,3081.9576453504487,3974.9736749528674,5198.722215884659,3081.9576453504487,3081.9576453504487,0.05424606896696649,0.05424606896696649,0.05424606896696649,0.4019734805234652,0.4019734805234652,0.4019734805234652,-0.005611859760350188,-0.005611859760350188,-0.005611859760350188,0.4836927364279854,0.4836927364279854,0.4836927364279854,0.4019734805234652,0.4019734805234652,0.4019734805234652,0.02003857476834302,0.02003857476834302,0.02003857476834302,0.013046471929560875,0.013046471929560875,0.013046471929560875,0.0,0.0,0.0,4572.678172385157
40,2024-08-02 16:00:00,3081.9593360703,4068.2359936501452,5278.272588066393,3081.9593360703,3081.9593360703,0.053175900341028225,0.053175900341028225,0.053175900341028225,0.4416156660198516,0.4416156660198516,0.4416156660198516,-0.0053167697069988855,-0.0053167697069988855,-0.0053167697069988855,0.5230001163740904,0.5230001163740904,0.5230001163740904,0.4416156660198516,0.4416156660198516,0.4416156660198516,0.020581537234980064,0.020581537234980064,0.020581537234980064,0.01294378248522937,0.01294378248522937,0.01294378248522937,0.0,0.0,0.0,4693.824427495282
41,2024-08-02 17:00:00,3081.9610267901517,4288.10178157416,5519.969374440082,3081.9610267901517,3081.9610267901517,0.04772345503509525,0.04772345503509525,0.04772345503509525,0.5247386289180842,0.5247386289180842,0.5247386289180842,-0.0049907284803354275,-0.0049907284803354275,-0.0049907284803354275,0.6013897514312492,0.6013897514312492,0.6013897514312492,0.5247386289180842,0.5247386289180842,0.5247386289180842,0.02107850214735422,0.02107850214735422,0.02107850214735422,0.012839893811050886,0.012839893811050886,0.012839893811050886,0.0,0.0,0.0,4935.420802612279
42,2024-08-02 18:00:00,3081.9627175100027,4146.146774239271,5375.198681877058,3081.9627175100027,3081.9627175100027,0.04221410000007918,0.04221410000007918,0.04221410000007918,0.4621346845690375,0.4621346845690375,0.4621346845690375,-0.004636133700494473,-0.004636133700494473,-0.004636133700494473,0.5339741643360908,0.5339741643360908,0.5339741643360908,0.4621346845690375,0.4621346845690375,0.4621346845690375,0.02152670299997679,0.02152670299997679,0.02152670299997679,0.012734810467491801,0.012734810467491801,0.012734810467491801,0.0,0.0,0.0,4727.651184107393
43,2024-08-02 19:00:00,3081.964408229854,3852.1645290203915,5180.893548293254,3081.964408229854,3081.964408229854,0.03666398547264167,0.03666398547264167,0.03666398547264167,0.3954827705742329,0.3954827705742329,0.3954827705742329,-0.004255537567456161,-0.004255537567456161,-0.004255537567456161,0.4624433466893687,0.4624433466893687,0.4624433466893687,0.3954827705742329,0.3954827705742329,0.3954827705742329,0.021923591142785543,0.021923591142785543,0.021923591142785543,0.012628537067164753,0.012628537067164753,0.012628537067164753,0.0,0.0,0.0,4507.1983435491875
44,2024-08-02 20:00:00,3081.9660989497056,3645.012661330286,4877.619239214177,3081.9660989497056,3081.9660989497056,0.02921294420899809,0.02921294420899809,0.02921294420899809,0.3147327553993755,0.3147327553993755,0.3147327553993755,-0.0038516266175749577,-0.0038516266175749577,-0.0038516266175749577,0.3748820035722193,0.3748820035722193,0.3748820035722193,0.3147327553993755,0.3147327553993755,0.3147327553993755,0.022266852306780344,0.022266852306780344,0.022266852306780344,0.012521078274640284,0.012521078274640284,0.012521078274640284,0.0,0.0,0.0,4237.339725065628
45,2024-08-02 21:00:00,3081.967789669557,3702.971971133503,4953.5776135246015,3081.967789669557,3081.967789669557,0.019162170887425313,0.019162170887425313,0.019162170887425313,0.351583237691791,0.351583237691791,0.351583237691791,-0.0034272007371015196,-0.0034272007371015196,-0.0034272007371015196,0.4022850679866985,0.4022850679866985,0.4022850679866985,0.351583237691791,0.351583237691791,0.351583237691791,0.022554421338492305,0.022554421338492305,0.022554421338492305,0.012412438806091402,0.012412438806091402,0.012412438806091402,0.0,0.0,0.0,4321.79741146959
46,2024-08-02 22:00:00,3081.9694803894085,3865.868832719199,5093.746877153437,3081.9694803894085,3081.9694803894085,0.0065122387929043846,0.0065122387929043846,0.0065122387929043846,0.4162111668637166,0.4162111668637166,0.4162111668637166,-0.0029851515960698863,-0.0029851515960698863,-0.0029851515960698863,0.4548253725273806,0.4548253725273806,0.4548253725273806,0.4162111668637166,0.4162111668637166,0.4162111668637166,0.022784495037594315,0.022784495037594315,0.022784495037594315,0.012302623429235172,0.012302623429235172,0.012302623429235172,0.0,0.0,0.0,4483.727397425539
47,2024-08-02 23:00:00,3081.9711711092596,3553.738967381189,4712.248049282725,3081.9711711092596,3081.9711711092596,-0.010660420860705462,-0.010660420860705462,-0.010660420860705462,0.3206651247078136,0.3206651247078136,0.3206651247078136,-0.0025284406673395524,-0.0025284406673395524,-0.0025284406673395524,0.34262344315368504,0.34262344315368504,0.34262344315368504,0.3206651247078136,0.3206651247078136,0.3206651247078136,0.022955543010956724,0.022955543010956724,0.022955543010956724,0.012191636962959714,0.012191636962959714,0.012191636962959714,0.0,0.0,0.0,4137.926745455109
