,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,hourly,hourly_lower,hourly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
404,2024-08-17 20:00:00,10943.040514937848,12477.180447964385,18009.34506583486,10943.040514937848,10943.040514937848,4287.460943403271,4287.460943403271,4287.460943403271,2892.6412913481686,2892.6412913481686,2892.6412913481686,84.86200395112682,84.86200395112682,84.86200395112682,1966.6209896124471,1966.6209896124471,1966.6209896124471,-656.6633415084714,-656.6633415084714,-656.6633415084714,0.0,0.0,0.0,15230.501458341118
405,2024-08-17 21:00:00,10943.114322947995,11752.688034840838,17636.4080811175,10943.114322947995,10943.114322947995,3756.9346895716185,3756.9346895716185,3756.9346895716185,2410.8104356434387,2410.8104356434387,2410.8104356434387,88.00687299134476,88.00687299134476,88.00687299134476,1915.1267834609184,1915.1267834609184,1915.1267834609184,-657.009402524084,-657.009402524084,-657.009402524084,0.0,0.0,0.0,14700.049012519614
406,2024-08-17 22:00:00,10943.18813095814,11052.726649985048,16955.337603867887,10943.18813095814,10943.18813095814,3001.9800148917943,3001.9800148917943,3001.9800148917943,1711.3896478013048,1711.3896478013048,1711.3896478013048,90.85951707220526,90.85951707220526,90.85951707220526,1857.078695966528,1857.078695966528,1857.078695966528,-657.3478459482435,-657.3478459482435,-657.3478459482435,0.0,0.0,0.0,13945.168145849935
407,2024-08-17 23:00:00,10943.261938968286,10010.457660331635,15680.121539618753,10943.261938968286,10943.261938968286,1874.381515996005,1874.381515996005,1874.381515996005,646.0096778082403,646.0096778082403,646.0096778082403,93.3965647409292,93.3965647409292,93.3965647409292,1792.6539420400752,1792.6539420400752,1792.6539420400752,-657.6786685932399,-657.6786685932399,-657.6786685932399,0.0,0.0,0.0,12817.64345496429
408,2024-08-18 00:00:00,10943.335746978433,8255.320951557056,14054.446926938372,10943.335746978433,10943.335746978433,193.11107027843528,193.11107027843528,193.11107027843528,-966.5529919924567,-966.5529919924567,-966.5529919924567,95.59585484013849,95.59585484013849,95.59585484013849,1722.0700749883936,1722.0700749883936,1722.0700749883936,-658.00186755764,-658.00186755764,-658.00186755764,0.0,0.0,0.0,11136.446817256869
409,2024-08-18 01:00:00,10943.40955498858,6099.089639257165,11803.24482145071,10943.40955498858,10943.40955498858,-2005.5085539157415,-2005.5085539157415,-2005.5085539157415,-3090.211550696629,-3090.211550696629,-3090.211550696629,97.4366157007322,97.4366157007322,97.4366157007322,1645.583821305847,1645.583821305847,1645.583821305847,-658.3174402256925,-658.3174402256925,-658.3174402256925,0.0,0.0,0.0,8937.90100107284
410,2024-08-18 02:00:00,10943.483362998728,3763.7697475337695,9654.318608701873,10943.483362998728,10943.483362998728,-4252.482130855177,-4252.482130855177,-4252.482130855177,-5256.245946643215,-5256.245946643215,-5256.245946643215,98.89963779567768,98.89963779567768,98.89963779567768,1563.4895622594508,1563.4895622594508,1563.4895622594508,-658.6253842670926,-658.6253842670926,-658.6253842670926,0.0,0.0,0.0,6691.001232143551
411,2024-08-18 03:00:00,10943.557171008873,2488.0346970415253,8012.940206632797,10943.557171008873,10943.557171008873,-5733.186409617009,-5733.186409617009,-5733.186409617009,-6650.345624814493,-6650.345624814493,-6650.345624814493,99.96743844804092,99.96743844804092,99.96743844804092,1476.117474386043,1476.117474386043,1476.117474386043,-658.9256976365994,-658.9256976365994,-658.9256976365994,0.0,0.0,0.0,5210.370761391864
412,2024-08-18 04:00:00,10943.63097901902,2325.298817304258,8152.031343350106,10943.63097901902,10943.63097901902,-5729.343995917696,-5729.343995917696,-5729.343995917696,-6554.581379296418,-6554.581379296418,-6554.581379296418,100.62441724557543,100.62441724557543,100.62441724557543,1383.8313447066744,1383.8313447066744,1383.8313447066744,-659.2183785735272,-659.2183785735272,-659.2183785735272,0.0,0.0,0.0,5214.286983101325
413,2024-08-18 05:00:00,10943.704787029166,4022.900682685377,9785.4731087811,10943.704787029166,10943.704787029166,-4136.677877765601,-4136.677877765601,-4136.677877765601,-4865.057532759106,-4865.057532759106,-4865.057532759106,100.85700086201528,100.85700086201528,100.85700086201528,1287.0260797328401,1287.0260797328401,1287.0260797328401,-659.5034256013505,-659.5034256013505,-659.5034256013505,0.0,0.0,0.0,6807.026909263565
